economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,172485259,0.821580165159921,2,29,2,2,1,,1,1,1,1,2,2,,,1,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,1,2,1,1,2,,,2,2,1,2,1,,2,2,2,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,1,2,1,2,2,2,1,,2,,,,,,1,1,1,2,2,1,,0,1,1,2,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166817055,0.687466771706362,2,38,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,2,2,2,1,,0,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,210195963,0.556217836421632,2,36,3,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,206883636,0.635981125099851,1,24,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,,2,2,2,,,,1,2,,2,2,2,1,,3,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,1,2,2,2,2,2,,,,,,2,2,2,2,1,2,,1,1,3,4,3,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182789163,0.687466771706362,2,43,2,5,1,,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,1,,1,2,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,3,3,2,1,,1,1,4,1,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,129378317,1.24998625710266,1,30,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131898340,0.390686238424194,2,18,2,4,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,2,2,2,1,2,,,2,2,1,2,1,,2,2,2,2,2,2,2,,2,2,2,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201195954,0.887168623906734,2,47,3,5,1,,1,1,0,2,2,1,1,1,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,1,1,1,1,2,2,2,2,1,3,3,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,121169588,2.58081249283703,2,62,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,2,2,2,3,,1,1,2,2,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,192742670,1.33670326208917,1,26,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,133191706,0.493058204960921,1,38,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,3,3,2,,0,0,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159011094,2.11950423018523,2,39,3,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,2,2,1,1,1,,1,2,2,,,,1,1,1,2,2,2,1,,4,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,1,1,4,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,128913189,3.12953159254516,2,50,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,2,1,1,1,1,,0,0,2,4,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,173776566,2.84166128256773,1,15,1,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,6,1,1,1,1,,,1,2,2,2,1,1,1,1,,,2,,,,,,,2,2,,,,,1,3,1,2,,,1,1,1,1,1,1,,1,1,4,4,4,1,1,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138257347,3.30469142845483,2,30,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,1,2,2,1,2,2,1,1,2,2,1,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,2,3,2,4,1,,1,1,4,2,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,181820500,3.59034181995605,2,43,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,2,2,1,1,1,1,1,2,,0,1,4,4,4,3,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,147865727,1.12449714325573,1,15,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138802921,2.331752606214,1,30,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,2,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,177093241,1.2326455124023,1,39,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,5,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,167667267,0.501174046277935,2,29,3,3,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,2,2,2,2,,5,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,2,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,143422200,1.63816050559724,1,56,3,5,1,,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,2,,1,1,1,3,2,,1,1,,2,1,2,1,,1,3,3,1,1,,,2,,,,1,1,1,1,,,1,2,1,2,,,1,1,2,2,2,2,2,2,,,,,,2,2,3,3,1,2,,1,1,1,3,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,145806891,0.347916091423002,1,25,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,3,3,,2,,1,0,4,4,4,2,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,191702807,2.53162322433765,1,24,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,190764135,1.23835839261152,2,27,2,1,1,,1,1,1,2,2,1,2,,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,2,1,1,2,,1,1,2,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,1,1,4,4,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,151782884,3.59034181995605,1,56,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,171168230,0.168433105960408,1,37,3,4,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,1,,,,,,,1,2,2,1,1,2,,1,1,1,2,1,,2,2,2,2,1,1,1,,6,2,2,1,1,,,1,2,1,1,1,1,1,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,1,1,2,1,,0,1,4,1,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,168084627,2.65542345253199,2,24,3,2,1,,1,1,0,1,2,1,1,1,1,1,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,2,,1,1,1,1,1,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,1,1,2,1,,0,0,4,3,4,4,4,5,2,2,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,140597893,3.44169905009665,1,57,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,2,3,3,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,1,1,4,1,,1,1,4,3,4,4,2,4,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,150116969,0.270290886774211,1,27,3,4,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,1,1,1,1,1,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,2,2,2,1,,1,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,210050591,0.27956151691593,1,24,3,2,1,,1,1,0,1,1,2,,,2,2,2,,,,1,1,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,1,1,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,1,1,1,1,4,4,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,130429087,0.168433105960408,1,33,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,1,2,1,,1,2,1,1,2,2,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,114391172,0.404833081814687,1,53,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,1,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,2,1,1,,0,1,2,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,192603727,0.544473199572515,1,38,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,2,1,2,1,2,2,1,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,1,1,2,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159378929,0.511915012983764,2,28,3,4,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,,1,2,1,2,1,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,3,2,3,3,2,,0,1,1,4,4,4,2,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,206953749,0.375904030023952,2,31,2,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,1,2,2,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,0,2,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183193241,0.420618701273764,1,18,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,185792714,0.368016836703443,2,32,2,5,1,,1,1,1,2,2,1,1,1,1,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,2,,1,2,1,3,1,,1,1,2,2,2,2,2,,1,3,3,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,1,2,1,1,,,1,2,1,2,,,2,2,3,3,1,2,,1,0,4,1,4,1,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,132333287,0.43095305990542,1,24,3,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,,,,,,,,,,,2,,,1,1,1,2,2,,2,2,,2,2,2,1,,2,3,3,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,2,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,175300287,0.216742826774226,2,34,3,5,1,,1,1,1,2,2,1,2,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,1,2,1,2,1,,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,1,1,4,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,128903560,0.272236599786257,1,35,2,3,1,,1,1,1,1,2,2,,,1,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,2,2,,,2,1,2,,,,2,2,2,2,1,1,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,0,1,4,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,140771499,0.8427597583412,1,23,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,1,2,1,,3,2,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,1,2,1,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,168092830,0.168433105960408,2,26,3,5,2,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,1,,1,1,1,2,2,,1,1,1,1,2,1,2,2,1,3,3,1,1,,,2,,,,1,1,1,1,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119151435,0.706627827084547,1,42,1,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,2,4,1,,1,0,4,1,1,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,141422074,0.289543896713651,2,43,3,4,1,,1,1,1,1,2,1,2,,2,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,1,2,1,2,2,2,1,,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,1,4,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182682308,1.19086290935245,1,30,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,2,5,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,124969940,1.12767265482148,1,49,2,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,176666907,0.63245601307144,2,18,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,2,1,,,,,,,,,,,2,,,2,1,1,2,1,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,1,1,2,3,,1,0,2,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,177307538,0.307882084545169,2,49,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,2,1,,1,1,1,2,1,2,1,,1,3,3,1,1,,,1,1,,,1,2,1,2,,,1,1,1,1,,,2,1,2,1,1,,,1,1,1,2,,,3,2,2,3,3,2,,1,1,1,1,4,1,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183627652,0.168433105960408,2,26,3,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,1,1,,1,2,1,1,2,2,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,1,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131302635,0.909338266294248,2,34,2,5,1,,1,1,0,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,2,1,,1,2,1,1,2,2,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,1,4,4,4,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,194699567,0.649967508870169,2,19,2,5,2,,1,1,1,2,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,2,1,1,2,2,2,2,,2,3,2,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,170375991,1.47123294489736,1,47,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,0,1,2,4,4,2,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182548173,0.168433105960408,1,26,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,2,2,1,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,0,2,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119812034,2.1416017860789,1,24,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,120943734,0.325114240161339,2,34,2,5,1,,1,1,1,1,2,1,2,,1,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,2,2,2,2,2,,1,3,2,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,2,3,3,2,3,,1,0,4,4,4,1,1,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131359751,1.15893627818822,2,30,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,1,1,1,1,2,1,1,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,2,1,2,1,,1,1,2,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138365843,0.722091596905541,1,47,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,2,,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,2,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,177948642,0.812733800970207,2,63,2,4,1,,1,1,0,1,2,1,1,2,2,2,1,1,2,1,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,2,4,4,4,2,5,1,1,1,0
